id,created_at,description,games,mug_shot,name,slug,updated_at,url,checksum,character_gender,character_species,akas
1401,1410380950,Prince of Ylisse,[1443],3604,Chrom,chrom,1476723659,https://www.igdb.com/characters/chrom,e285db06-364c-e78f-89a7-614c05c7999e,0,1,['クロム']
10,1384003894,"Commander Shepard is the player character in BioWare's Mass Effect game trilogy: Mass Effect, Mass Effect 2, and Mass Effect 3. A veteran soldier of the Systems Alliance Navy military and N7-graduate of the Interplanetary Combatives Training (ICT) program, and the first human Citadel Council Spectre, Shepard works to stop ""the Reapers"", a sentient synthetic-machine race dedicated to wiping out all organic life.

Shepard's gender, class, first name and general appearance are chosen and customised by the player. Mark Meer provides the voice for male Shepards, while Jennifer Hale voices females. Since the player can choose the gender of Shepard, much of the dialogue revolving around the character is gender neutral with only a few exceptions.

Alan Shepard was the source of the character's name. Shepard's armour developed over the series, and was originally intended to be red-and-white. Though both genders were given equal importance during development, marketing felt there was a need for a single identifiable hero for promotion of the game. Various merchandise has been made, including several figurines. Shepard has appeared in cameo appearances in other Electronic Arts games, though they will not be appearing in any future Mass Effect ones.","[73, 74]",3515,Commander Shepard (male),commander-shepard-male,1436269967,https://www.igdb.com/characters/commander-shepard-male,91d66e7a-1bfd-7881-500c-21d037e757f3,0,1,
9,1384003894,"Garrus Vakarian is a turian, formerly part of C-Sec's Investigation Division. Like most turians, Garrus had his military training at fifteen, but later followed in his father's footsteps to become a C-Sec officer. He was responsible for the investigation of Saren Arterius, the Council's top Spectre, after the Alliance claimed Saren had gone rogue. Although Garrus was told that the investigation was over, he decided to defy the Executor's order and pursue another lead on his own. Eventually, Garrus attempts to join Commander Shepard's team to help defeat Saren and the geth.","[73, 74]",3851,Garrus Vakarian,garrus-vakarian,1526389470,https://www.igdb.com/characters/garrus-vakarian,5951616d-1f76-6c46-b588-e6a57d968df8,0,2,
7841,1462573998,"Ragna the Bloodedge is the main protagonist of the BlazBlue series from Calamity Trigger to Central Fiction. He harbors a deep hatred of the Novus Orbis Librarium and aims to annihilate the organization. In turn, the NOL places the highest-ever bounty in history on his head. Ragna possesses a powerful form of ars magus (magic weapon) called the Azure Grimoire or BlazBlue which is central to the main conflict of the series.","[6750, 51448]",4040,Ragna the Bloodedge,ragna-the-bloodedge,1625595491,https://www.igdb.com/characters/ragna-the-bloodedge,ff27f21b-950c-415e-e7bc-f8e8e6ab96ab,0,1,"['Grim Reaper', 'Man of the Azure']"
15028,1573141541,"Edelgard is a playable character and one of the main protagonists in Fire Emblem: Three Houses. She is the princess and the future emperor of the Adrestian Empire. In the Officers Academy, she is the leader of the Black Eagles.",[26845],4112,Edelgard,edelgard,1670010058,https://www.igdb.com/characters/edelgard,d3963026-f52b-5ae8-65aa-f9f49825c1b0,1,1,"['El', 'Edie', 'Edel', 'Lady Edelgard']"
9357,1468601611,"Trailer for the Kickstarter game "" HIDE OR DIE "" available soon. 
 
Asymmetric Horror has never been more frightening.",,3857,Trailer voice,trailer-voice,1539122668,https://www.igdb.com/characters/trailer-voice,afd0adc9-e56c-cd20-7fff-f10d5385e074,2,1,
3325,1421352721,"Josuke Higashikata 8 is the protagonist of JoJolion. He is the eighth JoJo of the JoJo's Bizarre Adventure series. 
 
Josuke is a young man afflicted with retrograde amnesia, lacking any memories prior to being discovered by Yasuho Hirose near the Wall Eyes in Morioh Town. He dedicates himself to discovering his former identity and those originally associated with him. 
 
Josuke is a young, handsome and physically fit man of above-average height. 
 
He wears a tasseled ""Dixie cup"" sailor cap (in multiple illustrations, it is adorned with the same palm insignia as Jotaro Kujo's hat). He wears a sailor suit, cut with a wide neck and above the navel, a neckerchief with a button resembling a slotted screw head, large emblems of an anchor on his right side and a compass rose on his left, fitted pants with a belt, and a pair of high-top athletic shoes. 
 
After partaking in an equivelant exchange to save his life. Josuke has segmented rocks which form a running stich going down his left side, passing through his eye. 
 
The tentatively named Josuke Higashikata is a quirky amnesiac determined to learn his true identity and his past. 
 
Josuke is afflicted by extensive retrograde amnesia, lacking memory of himself or events prior to meeting Yasuho Hirose, but retaining various degrees of knowledge. As such, Josuke is driven to discover who he was by investigating the circumstances of his presence in the beach prior to having been saved by Yasuho; that goal occupy nearly all of his activities and no action on his part isn't made without approaching him of learning the truth. That drive is sufficiently strong that he was willing to interrupt a rare moment with his love interest Yasuho to investigate Karera Sakunami. After learning about his past identity, Josuke set for himself the new goal of retrieving the Locacaca branch and use the fruit to heal Holy Joestar-Kira. He still demonstrates the same steadfastness in investigating the fruit and the whereabouts of the Locacaca Organization, with the addition of deferring more to Rai Mamezuku's opinions, deeming the plant appraiser's expertise about the fruit worth listening to. His determination to reach his goals is best illustrated when he willingly steps into a rain made deadly by Satoru Akefu's Stand, letting his body being pierced by raindrops including his head just to reach the hospital.",[6517],4012,Josuke Higashikata 8,josuke-higashikata-8,1601910831,https://www.igdb.com/characters/josuke-higashikata-8,ca3fb4de-c735-2371-c7de-54aafdbb68e5,0,1,"['東方 定助', 'Josuke Higashikata (given by Norisuke)']"
2050,1412519231,"Talion is one of the two player-controlled protagonists in both Middle-earth: Shadow of Mordor and Middle-earth: Shadow of War, alongside Celebrimbor. However, they share the same body. 
 
A descendant of the Northmen in Rhovanion, and raised in Minas Tirith, he is a loyal Ranger of Gondor, where he then rose the rank of Captain of the Black Gate. After the tragic demise of his family and himself, Talion was revived by Celebrimbor, an immensely powerful Wraith; where the two joined forces and began a quest for vengeance on those responsible for the death of his loved ones the Black Hand of Sauron.",[3025],3826,Talion,talion,1499710821,https://www.igdb.com/characters/talion,a0849001-84cd-abe1-1719-57cc62641f76,0,1,
2882,1418334797,"Felicia was first introduced in Darkstalkers: The Night Warriors as one of two female characters alongside Morrigan Aensland. She has appeared in every game in the series and in numerous cross overs including Marvel vs. Capcom 2: New Age of Heroes along with Morrigan, Baby Bonnie Hood and Anakaris. 
 
Felicia is a Catwoman who was taken in and raised by a Sister named Rose who gave her the name Felicia from the word Felicity. Despite her identity as a Darkstalker being exposed, she was not turned away by her as Felicia had feared. When Rose passed away, Felicia left her town hoping to be a musical star. 
 
She is an energetic and optimistic catgirl who enjoys singing, dancing and making friends with people. All she wishes for is peaceful coexistence with humans and doesn't resort to fighting unless she cannot avoid it. Because of this, she stands out among all the other Darkstalkers, many of whom are antihero at best. Her nice attitude has made some people tolerate Darkstalkers more and this gives her more motivation to persuade more humans to accept them since Felicia loves humans due to their personalities and open-mindedness, despite some not accepting Darkstalkers easily she doesn't give up her passion to make friends with the ones that care.",[7330],4018,Felicia,felicia,1601947640,https://www.igdb.com/characters/felicia,5498c387-99b4-333e-2eb1-b0d31b5faa92,1,3,"['フェリシア', 'Ferishia']"
2057,1412519231,"The Hammer of Sauron was a stretcher bearer during the War of the Last Alliance, who grew disillusioned and became seduced by Sauron's power after he came upon the Dark Lord's mace which had been dropped after Isildur defeated him. After that the Hammer realized that his life in helping wounded soldiers looking to find glory in war was wasted and thought that if they were so desperate to find glory on the battlefield then he would be more than happy to give it to them. 
 
Sometime after this epiphany, he joined a triumvirate consisting of himself, the Tower of Sauron and the Black Hand of Sauron. They became collectively known as the Black Captains.",[3025],3834,The Hammer,the-hammer,1499931844,https://www.igdb.com/characters/the-hammer,a7f2c7b5-daba-57e4-2e36-e08dd01e71e4,0,5,['The Hammer of Sauron']
6061,1446687851,"Agent 47 is the main character from the Hitman series and a highly skilled assassin, both in ability and in his techniques. He's a relatively emotionless assassin, but can now and then show some signs of morality, like when confessing his sins to Father Vittorio. Agent 47 doesn't work to gain money, but to have a purpose in life.

He is emotionally closed off to the suffering of others when appropriate on a contract, even if they remind him of himself at a younger age. His absolute highest priority is completing his contract. He will sacrifice innocents if he must, but he will kill the target. Vocally, he rarely raises his voice, choosing to speak in a calm and relaxed manner at all time. When speaking to another person, he can perfectly mask his true intentions and fool the other party with no effort. Agent 47 approaches his assassinations with professionalism but will, however, not show any hesitation or remorse when it comes to killing or silencing witnesses and other potential threats to his mission. 

His genetically engineered mind and body make competition next to nothing, and for this reason, Agent 47 is considered to be the world's most greatest assassin.","[1050, 748]",3647,Hitman,hitman,1473431174,https://www.igdb.com/characters/hitman,d581daf3-69e0-fa53-8f2b-f98098741cd5,0,1,"['The Hitman', '47', 'Mr. 47']"
6169,1448319978,"Preston Garvey is a senior officer of the Commonwealth Minutemen, a volunteer defense militia operating in the Commonwealth in 2287. He is also available as a companion of the Sole Survivor.",[9630],3582,Preston Garvey,preston-garvey,1533595226,https://www.igdb.com/characters/preston-garvey,bb1d3544-a149-9230-1aaf-69c4b7c6aeac,0,1,
6066,1446688115,"Ashley is a smart cookie. She's often found in the library, studying away with her nose in a book. 

After spending a lot of time with her study-partner Chris, Ashley wonders if he's interested in her as more than just a friend, but she soon snaps out of it - Chris would never ask her out anyway. 

Her overactive imagination means that she's jumpier than a paranoid kangaroo. She's not a fan of anything scary.","[9727, 7609, 11367]",3610,Ashley Brown,ashley-brown,1477219821,https://www.igdb.com/characters/ashley-brown,7ceba17f-2d4c-c751-a494-1dc2fb314ab7,1,1,['Ash']
7868,1462574009,"Kiryu Kazuma is the former main protagonist of the Yakuza series from the first Yakuza up until Yakuza 6.

Kiryu is the honor-bound dreamer of the dark Yakuza world. He is not the type to judge others and is generally accepting of anyone who is friendly towards him. He lives by a strict code of honor and holds a very strong sense of justice. While he is extremely kind and goes out of his way to help civilians, he considers himself a Yakuza at heart, commonly using violence above words, so long as it is justified.

He generally lets his actions and mannerisms speak for him when possible. He tends to be the listening ear to the world, giving advice in response to his environment rather than seeking out conversations. He is wise but certainly not all-knowing, and generally means well for those around him, which makes him surprisingly pragmatic and well-liked.

Kiryu loves kids and shows himself to be a relatively competent caretaker to the children at Morning Glory Orphanage, with some help from Haruka Sawamura. He is genuine and understanding, bonding with the children through shared experiences. He tries to treat them all as fairly as possible and goes out of his way to keep them all safe and happy, whether that means putting on a wrestling match to cheer them up, or refusing to sell the land even in the face of a large sum of money.","[2062, 2061, 55090, 11397]",4006,Kazuma Kiryu,kazuma-kiryu,1709842107,https://www.igdb.com/characters/kazuma-kiryu,76c4a885-4058-faf3-930b-016d7bbbfb89,0,1,"['Mister MesuKing', 'Uncle Kaz', 'Kazzy', 'Kazkaz', 'Kazu-chan', 'The Dragon of Dojima', 'Taichi Suzuki', 'Joryu']"
7068,1455092779,"Jak is the main protagonist of the ""Jak and Daxter"" video game series developed by Naughty Dog. He is a brave, agile hero with spiky blond hair and green eyes. As the series progresses, Jak initially appears as a silent and curious youth but gains a voice and a more complex personality. Throughout the games, Jak undergoes significant transformations, gaining various eco powers that enhance his abilities, such as super speed, strength, and dark and light eco powers. His journey is often accompanied by his witty and talkative sidekick, Daxter, who provides comic relief. Jak's character development, his evolving abilities, and the richly designed world of the series make him a memorable and iconic figure in the realm of action-adventure gaming.","[1529, 36950]",4167,Jak,jak,1722540112,https://www.igdb.com/characters/jak,73b69964-dd94-82c5-1016-4b1beeae6340,0,1,
8870,1465043770,"Mojo Jojo is a super villian and the main antagonist of Cartoon Network's The Powerpuff Girls franchise, both in the TV series and video games. He was Professor Utonium's former lab assistant and pet, being pretty sweet. Now, he's the Powerpuff Girls' arch-nemesis, wanting to destroy them with all his might. The urge to crush Townsville and the need to conquer the world keeps him going, no matter what. Mojo (who is a very smart) spends a lot of time creating new weapons or large robots. He has high-vocabulary use and long-lasting sentences.

When the professor created the girls, the Chemical X also hit Jojo, which gave him a huge brain, so large that it ended up sticking out of his head. He also was given new emotions, such as envy and anger. Soon, he became hateful towards the professor who started to ignore him and care more about the girls. Since then he spends his life wanting revenge. At first, he was isolated for a great period of time, becoming a loner. 

Mojo is a chimpanzee, but is often called an ""ape"", which irritates him.

Being very cunning, he often manages to play with the Powerpuff girls's naivety. Sometimes Mojo actually manages to find their weaknesses and use it against the girls in battle. Despite being very dark-natured, he lives another life outside of seeking revenge. He enjoys buying food instead of stealing it. He also likes to build model ships and values the sense of honor.

During one incident, Mojo Jojo actually manages to defeat the girls by outsmarting them. He nearly destroyed the girls, but the police managed to catch him and he ended up in jail, even angrier than before.",,3699,Mojo Jojo,mojo-jojo,1473291393,https://www.igdb.com/characters/mojo-jojo,c505d8ca-8c68-461b-eaec-da96895d1a13,0,3,
4875,1432054325,"The protagonist of the Thief games is called Garrett, a master thief with a cynical view who wishes nothing more than to be left alone. He unwittingly becomes involved in a series of dramatic events, even though he just want to steal in peace. Growing up without any parents, he spent his childhood on the streets, having to pickpocket from people with money in order to survive. Later on a secret organization called The Keepers (dedicated to observe and maintain stability in the city) decided to recruit him. Garrett was given training in the arts of stealth, but soon found that it was way more profitable to make use of these skills as a thief than to continue working as an agent.

Garrett has a strong sense of professional pride as a thief, as well as self-interest. Being cynical and sarcastic, with a loyalty only to himself, he usually refuses to kill while on the job, stating that he's a thief and not a murderer.

During an incident, Garrett's right eye was pulled out from his socket. That's why he has a scar around the eye, as well as an experimental mechanical prosthetic. Weapons he uses includes a sword and bow, mines and the Blackjack.","[4, 18364, 9227]",3630,Garrett,garrett,1602841435,https://www.igdb.com/characters/garrett,5f4159c8-711f-0507-3388-d345fca4c54f,0,1,
8805,1464988224,"Ana is one of the main characters in Rise of the Tomb Raider. She was Richard Croft's former girlfriend. Richard met Ana during a conference and found her very intelligent and interesting. Ana became very precious to Richard who said that having her in his life ""Put new wind in his sails"". Interested in his research, Ana helped with the organizing and ended up becoming his editor. However, Richard was a bit scared that Lara thought he was replacing Ana with Amelia Croft. The older Lara got, the more accepting of Ana she became, being happy that she made Richard happy.

That's why Lara becomes so disgusted and shocked when she finds out that Ana is the sister of an enemy, Konstantin, a mentally disturbed guy that works for Trinity and believes that he is carrying out God's will in everything he does. The siblings are looking for the Divine Source as Ana needs it to cure her sickness. 

At first, Ana tries to warn Lara to stay away from her father's research. When that doesn't work, she decides to drop the act. She has been manipulating Lara's family for years, doing everything in her power to get what she wants. Ana however, still seems a bit sentimental towards Lara and orders the Trinity forces to keep her alive. Throughout the story of Rise of the Tomb Raider, more about Ana is revealed, with an emotional twist at the end.

Ana's last name is never revealed.",,3667,Ana,ana,1473205865,https://www.igdb.com/characters/ana,85d39159-2cc3-9c2c-ed59-acbd7169f47b,1,1,
9346,1467588604,"Victor Vran is the main character in the game Victor Vran. 
 
At the beginning of the game, Victor is travelling to the city of Zagoravia, destroyed and invaded by hordes of demons and undeads, in search of his friend Adrian, a fellow hunter, and Victor's best friend, the only one who knows his past. Despite being a member of Hunters Order, devoted to purge the world from demons and undead beings, Victor is not going to Zagoravia to answer the queen's call for help, as the city is overrunned by demons and many hunters had perished trying to oppose them, a disaster whose proportions are unprecedented.",,3845,Victor Vran,victor-vran,1517075500,https://www.igdb.com/characters/victor-vran,60c24e4a-12f7-292e-0837-3bd0a4cd17c3,0,1,
7888,1462574013,"Goro Majima is a recurring major character in the Yakuza series first introduced in the original Yakuza.

His unpredictability, ferocity in combat, and accomplishments as the captain of the Shimano Family earned him the nickname ""The Mad Dog of Shimano"". He is the former patriarch of the Majima Family, the founder and former president of Majima Construction, and the former vice-chairman of the Tojo Clan.","[2062, 2061, 55090, 11397]",4106,Goro Majima,goro-majima,1669942778,https://www.igdb.com/characters/goro-majima,13e206f6-055a-9ae3-31ca-fd51ff88ab8b,0,1,"['Mad Dog of Shimano', 'Lord of the Night', 'One-Eyed Demon']"
6418,1448579694,"A beautiful bottle-blonde with a mischievous nature, fun is Jessica's raison d'être. First on the guest list at any party, if there's one thing she's not, it's shy.

Her fun-loving nature has certainly managed to turn Mike's head - he dumped Emily in order to get with her.

A childhood ballerina, Jessica once wanted to be a cheerleader... until she realized that it was going be quite a lot of work.",[7609],3609,Jessica Riley,jessica-riley,1477219794,https://www.igdb.com/characters/jessica-riley,1ab62bbd-ada3-e24e-c3f5-c82143dfa175,1,1,['Jess']
12312,1547343005,"Isabella ""Ivy"" Valentine is a character in the Soul series of fighting games. She appears in every game since Soulcalibur.",[76885],4118,Isabella 'Ivy' Valentine,isabella-ivy-valentine,1670010610,https://www.igdb.com/characters/isabella-ivy-valentine,ee2f0d9c-d471-541b-bd54-9a70b99dbf31,1,1,['Ivy']
5094,1433023457,"Faust is a recurring character in the Guilty Gear series. He is a medical genius gone insane and sane once more, and is probably one of the most unorthodox characters in the series. Having discarded his old identity, Faust is an itinerant healer dedicated to saving everyone he can to atone for his sins. 
 
Faust's extreme height and light weight give him a bizarre, tall, lanky physical appearance, and allows him to tower over every other character in the series—although he rarely does, due to his extremely low fighting stance. He wears a paper bag as a mask with one eyehole, which in one of his Taunts he takes off to reveal a glowing bald head and obscured face, and wields a giant scalpel as a weapon. 
 
His usual outfit consists of a collared, light-blue shirt with a black or yellow tie, green pants, and a stylized white coat with several sizable grey bolts on his shoulders and black belts. In -STRIVE-, Faust receives a major redesign: He wears simple light-blue scrubs, white gloves, a stethoscope around the neck, and mostly-white sneakers. It exposes an extremely skinny build and a stitched patch on the right side of his chest area. 
 
Going mad shattered whatever Faust's personality might have been, and even though he regained his sanity, a good deal of that wreckage is now permanent. And yet, contrary to his eccentric style and transportation methods, it is only in the battlefield that he can easily be described as ""wacky"".",[9141],4016,Faust,faust,1601947648,https://www.igdb.com/characters/faust,2ed5699d-dab2-795b-65cc-bfd0cddd46dd,0,1,"['ファウスト', 'Fausuto', 'Dark Wandering Doctor']"
3305,1421352718,"Jolyne Cujoh is the protagonist of Part 6 and the sixth JoJo of the JoJo's Bizarre Adventure series. 
 
Jolyne is a young woman of above-average height and slim to athletic build. 
 
Bold-eyed, she wears her hair in two ""layers"": A dark base including two large buns atop her head and a short length going down her neck; above which, lightly dyed or bleached, she keeps a plait or braid that winds around both buns, joining in a short length at back, and bangs that frame her face. 
 
Flighty, abrupt, and snappy with her elders, Jolyne in her teenage years was easily considered a delinquent and lost cause. Bitter at Jotaro for being absent from her life, she tried multiple times to catch her father's attention by committing multiple minor crimes and went to jail several times for them. Because of her father's absence, Jolyne was said to be dependent on the affection and approval of those around her, and she was ready to cover Romeo's accident, resulting in her being sentenced to 15 years in prison for it. 
 
After acquiring her Stand and being told by Jotaro of his love for her, Jolyne noticeably matures, becoming more courageous and confident. ""Reviving"" Jotaro, who fell into a coma due to Whitesnake stealing his Stand and memory, turns into her first priority.",[6517],4010,Jolyne Cujoh,jolyne-cujoh,1601910822,https://www.igdb.com/characters/jolyne-cujoh,6a3e495e-7cfe-1e1a-cf95-ef7930823197,1,1,"['空条 徐倫', 'JoJo (by her mother)']"
4332,1430764718,"Ori is a small white creature with a similar stance to a human or a bunny and has a cat-like tail and large black eyes with white pupils. They have two short horn-like antennae on top of their head, and underneath them there are larger ears, which droop when Ori is unhappy or weak. Ori's feet have small white hooves, as seen in their 3D model sheet. Their name is of Hebrew origin, literally meaning ""my light""[1].

Ori's nature is largely up to the player, but they do have some distinct personality traits. Throughout the prologue sequence, it is seen that Ori's personality is akin to that of a young child, being very innocent and dependent on their caregiver. But as the story goes on, Ori's character shows a massive amount of determination; even in the face of death itself, Ori never once gives up hope. Ori is also very forgiving and kind-hearted, willing to help those who have entered the darkness. In general, Ori is incredibly altruistic and chooses to focus on the well being of the world around them before their own needs.","[7344, 37001]",4140,Ori,ori,1693423387,https://www.igdb.com/characters/ori,240fa52c-2677-da3b-cf6a-5bb109f1b6ce,2,5,
3332,1421352806,"Naruto Uzumaki is a shinobi of Konohagakure's Uzumaki clan. He became the jinchūriki of the Nine-Tails on the day of his birth, a fate that caused him to be shunned by most of Konoha throughout his childhood. After joining Team Kakashi, Naruto worked hard to gain the village's acknowledgement all the while chasing his dream to become Hokage. In the following years, through many hardships and ordeals, he became a capable ninja regarded as a hero both by the villagers, and soon after, the rest of the world, leading him to achieve his dream and become the village's Seventh Hokage.","[8479, 103288]",4038,Naruto Uzumaki,naruto-uzumaki,1616749721,https://www.igdb.com/characters/naruto-uzumaki,cf26c250-0c1d-4343-fc4c-8d01262c33cd,0,1,"['うずまきナルト', 'Seventh Hokage', 'Nanadaime Hokage', '七代目火影']"
9342,1467311225,"Rosalina first showed up in Super Mario Galaxy, in the Comet Observatory. She watches over  the cosmos like a guardian, and is also the adoptive mother to the Lumas, the star-like little creatures that resides in the universe. Bowser was the one who attacked the observatory and sent it drifting into space without any power. When Mario and Rosalina met, they decided to help each other out. Rosalina promised to help Mario save Princess Peach if Mario in return could gather Power Stars in order to get the power back. 

At first, people thought that Rosalina and Princess Peach were related, and they did take that into consideration at first, but finally took another route in the end, making her another princess-like character in the Mario world.

Many gamers started to like Rosalina and her wise, kind and thoughtful personality. That's why the creators decided to include her as a playable character in future games. You can play as her in the Mario Kart series, Super Smash Bros, as well as in Super Mario 3D World.",[152354],3686,Rosalina,rosalina,1680677043,https://www.igdb.com/characters/rosalina,b6f4988e-da46-540d-f10d-c08a9e891e8c,1,5,"['Rosetta', 'ロゼッタ']"
